Order Date,Ship Date,Ship Mode,State/Province,Region,Factory,Shipping Lead Time,Route,Sales,Units,Gross Profit
2023-10-03,2023-10-09,Standard,TX,South,The Other Factory,6,The Other Factory → TX,260.01,108,162.81
2023-01-19,2023-01-20,Expedited,AZ,West,The Other Factory,1,The Other Factory → AZ,396.62,186,229.22
2023-02-10,2023-02-16,Standard,NC,South,Lot's O' Nuts,6,Lot's O' Nuts → NC,1027.65,352,499.6500000000001
2023-11-05,2023-11-12,Standard,NY,Northeast,Lot's O' Nuts,7,Lot's O' Nuts → NY,100.49,35,47.989999999999995
2023-10-28,2023-11-02,Standard,OR,West,Wicked Choccy's,5,Wicked Choccy's → OR,176.39,70,92.38999999999999
2023-01-10,2023-01-13,Standard,OH,Midwest,Wicked Choccy's,3,Wicked Choccy's → OH,842.91,358,413.30999999999995
2023-07-15,2023-07-20,Standard,IL,Midwest,Secret Factory,5,Secret Factory → IL,1271.66,478,793.6600000000001
2023-10-11,2023-10-14,Standard,TX,South,Secret Factory,3,Secret Factory → TX,212.79,87,125.78999999999999
2023-03-22,2023-03-26,Expedited,TX,South,The Other Factory,4,The Other Factory → TX,351.81,154,213.21
2023-12-30,2024-01-02,Expedited,OH,Midwest,The Other Factory,3,The Other Factory → OH,820.05,379,478.94999999999993
2023-04-13,2023-04-16,Expedited,WI,Midwest,Lot's O' Nuts,3,Lot's O' Nuts → WI,462.24,144,246.24
2023-09-15,2023-09-21,Standard,NV,West,The Other Factory,6,The Other Factory → NV,69.52,31,41.62
2023-01-22,2023-01-25,Expedited,AZ,West,Lot's O' Nuts,3,Lot's O' Nuts → AZ,1283.54,453,604.04
2023-02-17,2023-02-20,Standard,IN,Midwest,Wicked Choccy's,3,Wicked Choccy's → IN,455.86,181,238.66000000000003
2023-10-11,2023-10-17,Standard,OR,West,Sugar Shack,6,Sugar Shack → OR,186.99,133,120.49000000000001
2023-03-03,2023-03-11,Standard,NY,Northeast,Lot's O' Nuts,8,Lot's O' Nuts → NY,230.42,85,102.91999999999999
2023-04-26,2023-05-04,Standard,NY,Northeast,The Other Factory,8,The Other Factory → NY,786.35,374,449.75
2023-09-03,2023-09-06,Standard,OH,Midwest,Lot's O' Nuts,3,Lot's O' Nuts → OH,463.61,158,226.61
2023-02-07,2023-02-13,Standard,FL,South,The Other Factory,6,The Other Factory → FL,1066.58,458,654.3799999999999
2023-07-18,2023-07-23,Standard,IN,Midwest,Secret Factory,5,Secret Factory → IN,970.28,369,601.28
2023-07-12,2023-07-14,Expedited,FL,South,Lot's O' Nuts,2,Lot's O' Nuts → FL,1151.73,393,562.23
2023-10-01,2023-10-07,Standard,WA,West,Sugar Shack,6,Sugar Shack → WA,18.39,13,11.89
2023-07-18,2023-07-25,Standard,NY,Northeast,The Other Factory,7,The Other Factory → NY,261.77,131,143.86999999999998
2023-07-22,2023-07-27,Standard,NY,Northeast,Wicked Choccy's,5,Wicked Choccy's → NY,875.23,341,466.03000000000003
2023-05-17,2023-05-19,Expedited,CA,West,Lot's O' Nuts,2,Lot's O' Nuts → CA,257.11,94,116.11000000000001
2023-05-02,2023-05-07,Standard,MI,Midwest,Lot's O' Nuts,5,Lot's O' Nuts → MI,511.46,183,236.95999999999998
2023-04-13,2023-04-18,Standard,VA,South,Secret Factory,5,Secret Factory → VA,342.88,128,214.88
2023-10-22,2023-10-29,Standard,NY,Northeast,Wicked Choccy's,7,Wicked Choccy's → NY,209.16,78,115.56
2023-08-26,2023-08-31,Standard,MA,Northeast,Sugar Shack,5,Sugar Shack → MA,608.6,425,396.1
2023-11-19,2023-11-24,Standard,IL,Midwest,The Other Factory,5,The Other Factory → IL,768.52,365,440.02
2023-06-18,2023-06-25,Standard,CA,West,Wicked Choccy's,7,Wicked Choccy's → CA,482.15,188,256.54999999999995
2023-09-29,2023-10-03,Expedited,GA,South,Wicked Choccy's,4,Wicked Choccy's → GA,505.27,217,244.87
2023-03-27,2023-04-02,Standard,FL,South,The Other Factory,6,The Other Factory → FL,76.27,36,43.87
2023-07-28,2023-08-01,Expedited,WA,West,Secret Factory,4,Secret Factory → WA,164.64,62,102.63999999999999
2023-03-13,2023-03-22,Standard,NY,Northeast,Sugar Shack,9,Sugar Shack → NY,697.03,452,471.03
2023-08-04,2023-08-07,Standard,WA,West,Secret Factory,3,Secret Factory → WA,492.89,197,295.89
2023-01-14,2023-01-17,Standard,FL,South,Lot's O' Nuts,3,Lot's O' Nuts → FL,666.99,235,314.49
2023-11-22,2023-11-25,Expedited,NJ,Northeast,Lot's O' Nuts,3,Lot's O' Nuts → NJ,617.52,226,278.52
2023-09-27,2023-10-02,Standard,OR,West,Secret Factory,5,Secret Factory → OR,375.15,164,211.14999999999998
2023-05-06,2023-05-11,Standard,GA,South,The Other Factory,5,The Other Factory → GA,87.11,38,52.91
2023-05-16,2023-05-21,Standard,IL,Midwest,Sugar Shack,5,Sugar Shack → IL,595.57,365,413.07000000000005
2023-08-28,2023-08-29,Expedited,OR,West,The Other Factory,1,The Other Factory → OR,724.4,303,451.7
2023-02-10,2023-02-13,Expedited,NJ,Northeast,The Other Factory,3,The Other Factory → NJ,1017.19,443,618.49
2023-10-25,2023-10-28,Standard,MA,Northeast,Wicked Choccy's,3,Wicked Choccy's → MA,693.69,293,342.09000000000003
2023-06-15,2023-06-21,Standard,MA,Northeast,The Other Factory,6,The Other Factory → MA,470.78,212,279.97999999999996
2023-01-04,2023-01-10,Expedited,NY,Northeast,Sugar Shack,6,Sugar Shack → NY,661.05,443,439.54999999999995
2023-02-15,2023-02-16,Expedited,FL,South,The Other Factory,1,The Other Factory → FL,614.38,298,346.18
2023-01-14,2023-01-18,Standard,NC,South,The Other Factory,4,The Other Factory → NC,251.89,107,155.58999999999997
2023-03-15,2023-03-17,Expedited,PA,Northeast,The Other Factory,2,The Other Factory → PA,260.77,117,155.46999999999997
2023-07-27,2023-08-04,Standard,TX,South,Sugar Shack,8,Sugar Shack → TX,208.42,132,142.42
2023-07-22,2023-07-24,Expedited,CT,Northeast,Secret Factory,2,Secret Factory → CT,331.24,142,189.24
2023-08-31,2023-09-03,Expedited,OH,Midwest,Wicked Choccy's,3,Wicked Choccy's → OH,795.88,343,384.28
2023-03-11,2023-03-16,Standard,IL,Midwest,Wicked Choccy's,5,Wicked Choccy's → IL,993.98,362,559.58
2023-02-03,2023-02-05,Expedited,OH,Midwest,Secret Factory,2,Secret Factory → OH,654.71,274,380.71000000000004
2023-03-12,2023-03-16,Standard,NC,South,Wicked Choccy's,4,Wicked Choccy's → NC,1187.64,465,629.6400000000001
2023-12-11,2023-12-14,Expedited,GA,South,Secret Factory,3,Secret Factory → GA,1051.5,441,610.5
2023-06-25,2023-07-02,Expedited,NY,Northeast,Wicked Choccy's,7,Wicked Choccy's → NY,590.47,233,310.87
2023-11-08,2023-11-12,Standard,WA,West,The Other Factory,4,The Other Factory → WA,145.49,73,79.79
2023-07-21,2023-07-25,Standard,OH,Midwest,Sugar Shack,4,Sugar Shack → OH,640.47,406,437.47
2023-11-17,2023-11-23,Standard,IN,Midwest,Wicked Choccy's,6,Wicked Choccy's → IN,284.58,121,139.38
2023-02-08,2023-02-13,Standard,NV,West,Secret Factory,5,Secret Factory → NV,953.31,383,570.31
2023-08-15,2023-08-19,Standard,WI,Midwest,Lot's O' Nuts,4,Lot's O' Nuts → WI,645.24,203,340.74
2023-06-21,2023-06-26,Standard,FL,South,The Other Factory,5,The Other Factory → FL,178.32,79,107.22
2023-02-13,2023-02-15,Expedited,MA,Northeast,Lot's O' Nuts,2,Lot's O' Nuts → MA,1405.89,469,702.3900000000001
2023-01-10,2023-01-16,Standard,MA,Northeast,Secret Factory,6,Secret Factory → MA,595.35,242,353.35
2023-07-10,2023-07-11,Expedited,NV,West,The Other Factory,1,The Other Factory → NV,880.94,441,484.0400000000001
2023-12-28,2024-01-02,Standard,WI,Midwest,Secret Factory,5,Secret Factory → WI,892.94,334,558.94
2023-07-26,2023-08-04,Standard,NY,Northeast,Sugar Shack,9,Sugar Shack → NY,261.37,171,175.87
2023-11-27,2023-12-01,Standard,IL,Midwest,The Other Factory,4,The Other Factory → IL,709.14,310,430.14
2023-10-20,2023-10-23,Expedited,VA,South,Secret Factory,3,Secret Factory → VA,855.4,316,539.4
2023-09-17,2023-09-20,Expedited,AZ,West,Secret Factory,3,Secret Factory → AZ,1025.29,426,599.29
2023-05-25,2023-05-29,Expedited,OH,Midwest,The Other Factory,4,The Other Factory → OH,334.12,161,189.22
2023-03-09,2023-03-12,Standard,NC,South,Wicked Choccy's,3,Wicked Choccy's → NC,234.84,90,126.84
2023-10-27,2023-11-04,Standard,CA,West,The Other Factory,8,The Other Factory → CA,263.42,126,150.02
2023-01-03,2023-01-07,Standard,IN,Midwest,Lot's O' Nuts,4,Lot's O' Nuts → IN,259.66,80,139.66000000000003
2023-10-30,2023-11-03,Standard,NC,South,The Other Factory,4,The Other Factory → NC,396.52,184,230.92
2023-08-25,2023-08-29,Expedited,NY,Northeast,The Other Factory,4,The Other Factory → NY,248.3,114,145.70000000000002
2023-11-26,2023-12-02,Standard,NY,Northeast,The Other Factory,6,The Other Factory → NY,459.63,208,272.43
2023-07-16,2023-07-21,Standard,MI,Midwest,Lot's O' Nuts,5,Lot's O' Nuts → MI,619.97,215,297.47
2023-10-22,2023-10-27,Standard,NC,South,The Other Factory,5,The Other Factory → NC,592.0,273,346.3
2023-08-16,2023-08-20,Expedited,VA,South,The Other Factory,4,The Other Factory → VA,255.83,108,158.63
2023-10-05,2023-10-09,Expedited,AZ,West,Wicked Choccy's,4,Wicked Choccy's → AZ,206.86,88,101.26000000000002
2023-03-03,2023-03-07,Expedited,AZ,West,Lot's O' Nuts,4,Lot's O' Nuts → AZ,152.39,52,74.38999999999999
2023-03-09,2023-03-14,Standard,NV,West,Lot's O' Nuts,5,Lot's O' Nuts → NV,1143.36,385,565.8599999999999
2023-09-17,2023-09-23,Standard,GA,South,Secret Factory,6,Secret Factory → GA,422.43,175,247.43
2023-07-03,2023-07-05,Expedited,TX,South,Secret Factory,2,Secret Factory → TX,347.92,140,207.92000000000002
2023-05-21,2023-05-30,Standard,CA,West,Lot's O' Nuts,9,Lot's O' Nuts → CA,875.51,276,461.51
2023-08-01,2023-08-06,Standard,MI,Midwest,The Other Factory,5,The Other Factory → MI,99.47,46,58.07
2023-06-30,2023-07-09,Standard,TX,South,Sugar Shack,9,Sugar Shack → TX,196.0,143,124.5
2023-09-20,2023-09-24,Standard,MA,Northeast,The Other Factory,4,The Other Factory → MA,250.06,113,148.36
2023-10-01,2023-10-04,Expedited,AZ,West,Secret Factory,3,Secret Factory → AZ,1068.54,430,638.54
2023-01-22,2023-01-28,Expedited,NY,Northeast,Lot's O' Nuts,6,Lot's O' Nuts → NY,106.56,33,57.06
2023-06-02,2023-06-08,Standard,OH,Midwest,Sugar Shack,6,Sugar Shack → OH,57.48,41,36.98
2023-12-22,2023-12-26,Standard,AZ,West,Sugar Shack,4,Sugar Shack → AZ,41.12,25,28.619999999999997
2023-05-23,2023-05-26,Standard,MI,Midwest,Lot's O' Nuts,3,Lot's O' Nuts → MI,973.93,308,511.92999999999995
2023-11-23,2023-11-29,Standard,CT,Northeast,Lot's O' Nuts,6,Lot's O' Nuts → CT,253.15,79,134.65
2023-06-22,2023-06-28,Standard,TX,South,Wicked Choccy's,6,Wicked Choccy's → TX,768.02,322,381.62
2023-01-07,2023-01-17,Standard,TX,South,Sugar Shack,10,Sugar Shack → TX,613.61,394,416.61
2023-06-03,2023-06-07,Standard,AZ,West,The Other Factory,4,The Other Factory → AZ,633.43,303,360.72999999999996
2023-01-10,2023-01-16,Standard,WA,West,Sugar Shack,6,Sugar Shack → WA,14.01,10,9.01
2023-11-12,2023-11-18,Standard,FL,South,Sugar Shack,6,Sugar Shack → FL,81.54,56,53.540000000000006
2023-09-29,2023-10-02,Standard,MI,Midwest,The Other Factory,3,The Other Factory → MI,513.97,249,289.87
2023-06-09,2023-06-15,Standard,WA,West,Wicked Choccy's,6,Wicked Choccy's → WA,867.97,350,447.97
2023-05-27,2023-06-01,Standard,NJ,Northeast,The Other Factory,5,The Other Factory → NJ,1196.3,499,747.1999999999999
2023-12-03,2023-12-06,Expedited,AZ,West,Sugar Shack,3,Sugar Shack → AZ,739.11,475,501.61
2023-03-23,2023-03-27,Standard,AZ,West,Wicked Choccy's,4,Wicked Choccy's → AZ,1120.85,439,594.05
2023-11-25,2023-11-28,Expedited,CT,Northeast,The Other Factory,3,The Other Factory → CT,142.79,64,85.19
2023-03-23,2023-03-27,Expedited,OH,Midwest,Wicked Choccy's,4,Wicked Choccy's → OH,65.46,25,35.459999999999994
2023-07-04,2023-07-06,Expedited,CT,Northeast,The Other Factory,2,The Other Factory → CT,530.37,245,309.87
2023-09-04,2023-09-08,Expedited,IL,Midwest,Sugar Shack,4,Sugar Shack → IL,168.47,108,114.47
2023-07-16,2023-07-19,Standard,WI,Midwest,Secret Factory,3,Secret Factory → WI,459.23,200,259.23
2023-09-29,2023-10-04,Standard,CT,Northeast,Lot's O' Nuts,5,Lot's O' Nuts → CT,1137.51,408,525.51
2023-07-15,2023-07-23,Standard,VA,South,Sugar Shack,8,Sugar Shack → VA,676.98,485,434.48
2023-03-10,2023-03-13,Standard,OH,Midwest,Secret Factory,3,Secret Factory → OH,614.96,240,374.96000000000004
2023-10-24,2023-10-27,Standard,OH,Midwest,Lot's O' Nuts,3,Lot's O' Nuts → OH,87.5,28,45.5
2023-08-08,2023-08-16,Standard,VA,South,Sugar Shack,8,Sugar Shack → VA,570.65,353,394.15
2023-05-24,2023-05-29,Standard,CT,Northeast,Secret Factory,5,Secret Factory → CT,117.92,46,71.92
2023-08-16,2023-08-19,Standard,MA,Northeast,Secret Factory,3,Secret Factory → MA,1153.69,429,724.69
2023-10-06,2023-10-10,Expedited,NV,West,The Other Factory,4,The Other Factory → NV,548.51,273,302.81
2023-10-26,2023-10-31,Standard,NC,South,Lot's O' Nuts,5,Lot's O' Nuts → NC,598.19,199,299.69000000000005
2023-11-08,2023-11-10,Expedited,IN,Midwest,Secret Factory,2,Secret Factory → IN,638.32,268,370.32000000000005
2023-09-20,2023-09-24,Standard,PA,Northeast,Secret Factory,4,Secret Factory → PA,46.67,18,28.67
2023-07-24,2023-07-27,Standard,OH,Midwest,Lot's O' Nuts,3,Lot's O' Nuts → OH,282.41,102,129.41000000000003
2023-11-20,2023-11-21,Expedited,OR,West,The Other Factory,1,The Other Factory → OR,212.58,89,132.48000000000002
2023-11-28,2023-12-03,Standard,NY,Northeast,The Other Factory,5,The Other Factory → NY,801.69,342,493.89000000000004
2023-01-04,2023-01-07,Standard,CT,Northeast,Secret Factory,3,Secret Factory → CT,84.23,34,50.230000000000004
2023-03-09,2023-03-13,Standard,PA,Northeast,Wicked Choccy's,4,Wicked Choccy's → PA,525.54,208,275.93999999999994
2023-04-29,2023-05-05,Standard,VA,South,Wicked Choccy's,6,Wicked Choccy's → VA,835.86,348,418.26
2023-08-21,2023-08-27,Standard,MI,Midwest,Lot's O' Nuts,6,Lot's O' Nuts → MI,526.78,177,261.28
2023-11-11,2023-11-17,Standard,OH,Midwest,Secret Factory,6,Secret Factory → OH,42.4,16,26.4
2023-08-15,2023-08-17,Expedited,WA,West,Wicked Choccy's,2,Wicked Choccy's → WA,147.1,61,73.89999999999999
2023-06-24,2023-06-27,Standard,NC,South,Lot's O' Nuts,3,Lot's O' Nuts → NC,535.8,193,246.29999999999995
2023-02-17,2023-02-21,Standard,CT,Northeast,The Other Factory,4,The Other Factory → CT,575.54,274,328.93999999999994
2023-05-24,2023-05-28,Standard,OR,West,Sugar Shack,4,Sugar Shack → OR,103.42,63,71.92
2023-06-09,2023-06-10,Expedited,NC,South,Lot's O' Nuts,1,Lot's O' Nuts → NC,1102.62,395,510.1199999999999
2023-04-27,2023-05-03,Standard,WA,West,Sugar Shack,6,Sugar Shack → WA,98.42,68,64.42
2023-07-21,2023-07-31,Standard,CA,West,The Other Factory,10,The Other Factory → CA,709.51,326,416.11
2023-01-28,2023-01-31,Expedited,MI,Midwest,Wicked Choccy's,3,Wicked Choccy's → MI,472.93,192,242.53
2023-05-30,2023-06-04,Standard,NJ,Northeast,Sugar Shack,5,Sugar Shack → NJ,35.74,22,24.740000000000002
2023-04-29,2023-04-30,Expedited,MA,Northeast,Secret Factory,1,Secret Factory → MA,544.92,231,313.91999999999996
2023-03-10,2023-03-16,Standard,NC,South,The Other Factory,6,The Other Factory → NC,610.96,269,368.86
2023-03-02,2023-03-06,Standard,MA,Northeast,Sugar Shack,4,Sugar Shack → MA,514.49,317,355.99
2023-12-09,2023-12-15,Standard,PA,Northeast,Wicked Choccy's,6,Wicked Choccy's → PA,780.56,296,425.35999999999996
2023-04-17,2023-04-20,Expedited,WI,Midwest,Lot's O' Nuts,3,Lot's O' Nuts → WI,864.61,296,420.61
2023-12-28,2024-01-02,Standard,OH,Midwest,Sugar Shack,5,Sugar Shack → OH,81.92,56,53.92
2023-07-10,2023-07-16,Standard,GA,South,Lot's O' Nuts,6,Lot's O' Nuts → GA,1226.18,418,599.1800000000001
2023-08-27,2023-08-31,Expedited,GA,South,Wicked Choccy's,4,Wicked Choccy's → GA,886.73,373,439.13
2023-04-01,2023-04-06,Standard,VA,South,Lot's O' Nuts,5,Lot's O' Nuts → VA,940.29,342,427.28999999999996
2023-11-18,2023-11-21,Standard,VA,South,Secret Factory,3,Secret Factory → VA,531.35,236,295.35
2023-01-07,2023-01-10,Standard,IL,Midwest,Wicked Choccy's,3,Wicked Choccy's → IL,549.5,217,289.1
2023-02-06,2023-02-09,Expedited,WA,West,Sugar Shack,3,Sugar Shack → WA,627.23,438,408.23
2023-09-03,2023-09-07,Standard,AZ,West,Secret Factory,4,Secret Factory → AZ,910.1,365,545.1
2023-08-19,2023-08-23,Standard,WA,West,Sugar Shack,4,Sugar Shack → WA,417.91,284,275.91
2023-12-07,2023-12-11,Expedited,IL,Midwest,Wicked Choccy's,4,Wicked Choccy's → IL,1144.97,446,609.77
2023-01-16,2023-01-20,Standard,PA,Northeast,The Other Factory,4,The Other Factory → PA,476.4,222,276.59999999999997
2023-08-24,2023-08-27,Standard,NJ,Northeast,Lot's O' Nuts,3,Lot's O' Nuts → NJ,27.84,10,12.84
2023-06-10,2023-06-13,Standard,MI,Midwest,Secret Factory,3,Secret Factory → MI,206.44,78,128.44
2023-03-07,2023-03-10,Standard,MI,Midwest,Wicked Choccy's,3,Wicked Choccy's → MI,126.89,47,70.49000000000001
2023-04-17,2023-04-23,Standard,CT,Northeast,Secret Factory,6,Secret Factory → CT,629.12,259,370.12
2023-01-09,2023-01-14,Standard,NJ,Northeast,Lot's O' Nuts,5,Lot's O' Nuts → NJ,265.0,86,136.0
2023-05-22,2023-05-26,Standard,OR,West,Secret Factory,4,Secret Factory → OR,279.97,118,161.97000000000003
2023-06-29,2023-07-02,Expedited,MA,Northeast,Lot's O' Nuts,3,Lot's O' Nuts → MA,749.13,232,401.13
2023-03-13,2023-03-21,Standard,CA,West,Secret Factory,8,Secret Factory → CA,911.76,394,517.76
2023-04-22,2023-04-25,Expedited,NC,South,Lot's O' Nuts,3,Lot's O' Nuts → NC,585.52,192,297.52
2023-03-22,2023-03-27,Standard,NJ,Northeast,Wicked Choccy's,5,Wicked Choccy's → NJ,975.94,425,465.94000000000005
2023-11-08,2023-11-11,Expedited,WA,West,Lot's O' Nuts,3,Lot's O' Nuts → WA,36.12,11,19.619999999999997
2023-06-21,2023-06-24,Expedited,WA,West,Sugar Shack,3,Sugar Shack → WA,587.55,409,383.04999999999995
2023-12-16,2023-12-20,Standard,NJ,Northeast,Sugar Shack,4,Sugar Shack → NJ,409.12,303,257.62
2023-08-29,2023-09-03,Standard,IL,Midwest,Wicked Choccy's,5,Wicked Choccy's → IL,368.29,151,187.09000000000003
2023-12-23,2023-12-27,Standard,NC,South,Lot's O' Nuts,4,Lot's O' Nuts → NC,250.65,86,121.65
2023-02-28,2023-03-05,Standard,CT,Northeast,Sugar Shack,5,Sugar Shack → CT,162.92,119,103.41999999999999
2023-12-19,2023-12-24,Standard,TX,South,Lot's O' Nuts,5,Lot's O' Nuts → TX,397.24,134,196.24
2023-11-30,2023-12-06,Standard,NY,Northeast,Secret Factory,6,Secret Factory → NY,607.64,267,340.64
2023-02-21,2023-02-25,Standard,PA,Northeast,The Other Factory,4,The Other Factory → PA,621.27,308,344.07
2023-02-17,2023-02-23,Standard,FL,South,Lot's O' Nuts,6,Lot's O' Nuts → FL,298.64,97,153.14
2023-01-08,2023-01-11,Standard,AZ,West,Secret Factory,3,Secret Factory → AZ,837.76,324,513.76
2023-11-20,2023-11-25,Standard,NC,South,The Other Factory,5,The Other Factory → NC,869.75,399,510.65
2023-01-28,2023-01-30,Expedited,WA,West,Secret Factory,2,Secret Factory → WA,366.15,135,231.14999999999998
2023-02-06,2023-02-10,Expedited,FL,South,Sugar Shack,4,Sugar Shack → FL,293.75,216,185.75
2023-04-05,2023-04-09,Expedited,WA,West,Wicked Choccy's,4,Wicked Choccy's → WA,1104.85,457,556.4499999999999
2023-11-28,2023-11-30,Expedited,OR,West,Sugar Shack,2,Sugar Shack → OR,137.9,96,89.9
2023-02-18,2023-02-24,Standard,FL,South,Lot's O' Nuts,6,Lot's O' Nuts → FL,694.11,255,311.61
2023-06-11,2023-06-13,Expedited,GA,South,Lot's O' Nuts,2,Lot's O' Nuts → GA,52.39,19,23.89
2023-07-25,2023-07-27,Expedited,OH,Midwest,Secret Factory,2,Secret Factory → OH,173.84,75,98.84
2023-03-11,2023-03-15,Expedited,CA,West,Sugar Shack,4,Sugar Shack → CA,161.14,104,109.13999999999999
2023-01-25,2023-01-28,Standard,PA,Northeast,Sugar Shack,3,Sugar Shack → PA,548.54,349,374.03999999999996
2023-01-24,2023-01-29,Standard,WA,West,Lot's O' Nuts,5,Lot's O' Nuts → WA,331.6,117,156.10000000000002
2023-02-21,2023-02-27,Standard,OH,Midwest,Wicked Choccy's,6,Wicked Choccy's → OH,1365.48,499,766.6800000000001
2023-04-20,2023-04-26,Standard,WI,Midwest,Wicked Choccy's,6,Wicked Choccy's → WI,853.82,357,425.4200000000001
2023-03-06,2023-03-11,Standard,FL,South,Wicked Choccy's,5,Wicked Choccy's → FL,1074.09,405,588.0899999999999
2023-11-09,2023-11-19,Standard,NY,Northeast,Secret Factory,10,Secret Factory → NY,257.45,108,149.45
2023-01-28,2023-02-03,Standard,FL,South,The Other Factory,6,The Other Factory → FL,762.06,335,460.55999999999995
2023-11-17,2023-11-22,Standard,VA,South,Wicked Choccy's,5,Wicked Choccy's → VA,256.09,100,136.08999999999997
2023-04-29,2023-05-07,Standard,NY,Northeast,Sugar Shack,8,Sugar Shack → NY,315.64,216,207.64
2023-06-20,2023-06-26,Standard,OR,West,The Other Factory,6,The Other Factory → OR,192.84,90,111.84
2023-05-07,2023-05-11,Expedited,AZ,West,The Other Factory,4,The Other Factory → AZ,330.29,163,183.59000000000003
2023-08-31,2023-09-05,Standard,OH,Midwest,Sugar Shack,5,Sugar Shack → OH,130.73,91,85.22999999999999
2023-08-15,2023-08-17,Expedited,NJ,Northeast,Sugar Shack,2,Sugar Shack → NJ,258.49,183,166.99
2023-10-25,2023-10-30,Standard,WI,Midwest,Secret Factory,5,Secret Factory → WI,930.97,392,538.97
2023-05-29,2023-05-31,Expedited,NJ,Northeast,Wicked Choccy's,2,Wicked Choccy's → NJ,372.86,162,178.46
2023-09-01,2023-09-05,Expedited,IN,Midwest,Lot's O' Nuts,4,Lot's O' Nuts → IN,1397.68,496,653.6800000000001
2023-11-17,2023-11-22,Standard,MI,Midwest,The Other Factory,5,The Other Factory → MI,488.7,220,290.7
2023-09-14,2023-09-17,Standard,WI,Midwest,Secret Factory,3,Secret Factory → WI,551.84,211,340.84000000000003
2023-03-17,2023-03-20,Standard,CT,Northeast,Sugar Shack,3,Sugar Shack → CT,306.11,222,195.11
2023-04-25,2023-05-03,Standard,CA,West,The Other Factory,8,The Other Factory → CA,109.61,55,60.11
2023-01-12,2023-01-15,Standard,IN,Midwest,Secret Factory,3,Secret Factory → IN,651.49,251,400.49
2023-01-03,2023-01-09,Standard,VA,South,Lot's O' Nuts,6,Lot's O' Nuts → VA,1516.17,500,766.1700000000001
2023-12-31,2024-01-02,Expedited,IN,Midwest,Lot's O' Nuts,2,Lot's O' Nuts → IN,194.54,70,89.53999999999999
2023-03-04,2023-03-09,Standard,PA,Northeast,Sugar Shack,5,Sugar Shack → PA,648.61,410,443.61
2023-07-23,2023-07-25,Expedited,GA,South,Wicked Choccy's,2,Wicked Choccy's → GA,555.61,208,306.01
2023-06-01,2023-06-03,Expedited,PA,Northeast,Sugar Shack,2,Sugar Shack → PA,436.92,316,278.92
2023-03-13,2023-03-18,Standard,TX,South,The Other Factory,5,The Other Factory → TX,630.46,268,389.26000000000005
2023-02-10,2023-02-14,Expedited,IN,Midwest,Lot's O' Nuts,4,Lot's O' Nuts → IN,1083.98,377,518.48
2023-08-24,2023-08-25,Expedited,NJ,Northeast,Lot's O' Nuts,1,Lot's O' Nuts → NJ,684.01,220,354.01
2023-10-09,2023-10-12,Standard,MI,Midwest,Wicked Choccy's,3,Wicked Choccy's → MI,59.86,26,28.66
2023-07-19,2023-07-20,Expedited,MI,Midwest,Lot's O' Nuts,1,Lot's O' Nuts → MI,199.98,68,97.97999999999999
2023-05-07,2023-05-10,Standard,VA,South,The Other Factory,3,The Other Factory → VA,226.68,109,128.58
2023-05-20,2023-05-24,Expedited,IN,Midwest,Sugar Shack,4,Sugar Shack → IN,651.65,436,433.65
2023-04-16,2023-04-21,Standard,OR,West,Sugar Shack,5,Sugar Shack → OR,86.27,55,58.769999999999996
2023-02-06,2023-02-09,Standard,CT,Northeast,Secret Factory,3,Secret Factory → CT,373.2,138,235.2
2023-02-16,2023-02-18,Expedited,NY,Northeast,Lot's O' Nuts,2,Lot's O' Nuts → NY,109.11,34,58.11
2023-12-02,2023-12-08,Standard,WA,West,Wicked Choccy's,6,Wicked Choccy's → WA,1096.49,446,561.29
2023-03-02,2023-03-05,Expedited,CA,West,Secret Factory,3,Secret Factory → CA,369.23,159,210.23000000000002
2023-04-13,2023-04-19,Standard,GA,South,Sugar Shack,6,Sugar Shack → GA,169.16,117,110.66
2023-02-08,2023-02-11,Standard,NV,West,Secret Factory,3,Secret Factory → NV,688.52,258,430.52
2023-10-30,2023-11-02,Standard,WI,Midwest,Lot's O' Nuts,3,Lot's O' Nuts → WI,555.16,175,292.65999999999997
2023-02-20,2023-02-25,Standard,NY,Northeast,Lot's O' Nuts,5,Lot's O' Nuts → NY,957.6,308,495.6
2023-01-09,2023-01-12,Standard,NC,South,Wicked Choccy's,3,Wicked Choccy's → NC,251.65,92,141.25
2023-09-24,2023-09-28,Standard,OR,West,The Other Factory,4,The Other Factory → OR,974.51,440,578.51
2023-11-20,2023-11-24,Expedited,FL,South,Sugar Shack,4,Sugar Shack → FL,347.85,233,231.35000000000002
2023-09-19,2023-09-25,Standard,NJ,Northeast,Sugar Shack,6,Sugar Shack → NJ,162.35,106,109.35
2023-05-03,2023-05-10,Expedited,CA,West,The Other Factory,7,The Other Factory → CA,779.89,324,488.28999999999996
2023-12-03,2023-12-05,Expedited,AZ,West,Secret Factory,2,Secret Factory → AZ,352.19,137,215.19
2023-03-02,2023-03-08,Standard,TX,South,Sugar Shack,6,Sugar Shack → TX,697.76,481,457.26
2023-06-19,2023-06-23,Standard,CT,Northeast,Lot's O' Nuts,4,Lot's O' Nuts → CT,569.89,208,257.89
2023-10-08,2023-10-16,Standard,GA,South,Sugar Shack,8,Sugar Shack → GA,614.08,397,415.58000000000004
